holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,traffic_volume
1001,278.21,0,0,90,2005,830
1001,277.34,0,0,90,2001,460
1001,276.99,0,0,90,2005,274
1001,276.4,0,0,90,2005,240
1001,275.95,0,0,90,2005,329
1001,275.67,0,0,90,2005,797
1001,275.49,0,0,90,2001,2580
1001,275.17,0,0,90,2001,5461
1001,275.13,0,0,90,2001,6078
1001,275.38,0,0,75,2001,5022
1001,276.07,0,0,90,2001,4820
1001,276.76,0,0,75,2001,4361
1001,277.9,0,0,75,2001,4619
1001,278.55,0,0,75,2001,4862
1001,278.7,0,0,90,2001,4615
1001,278.1,0,0,90,2001,5115
1001,277.12,0,0,90,2009,5544
1001,277.12,0,0,90,2003,5544
1001,277.12,0,0,90,2003,5544
1001,277.12,0,0,90,2009,5544
1001,276.33,0,0,90,2003,6519
1001,276.33,0,0,90,2009,6519
1001,275.15,0,0,90,2009,6345
1001,275.15,0,0,90,2005,6345
1001,275.15,0,0,90,2003,6345
1001,275.15,0,0,90,2009,6345
1001,273.89,0,0,90,2009,4641
1001,273.89,0,0,90,2005,4641
1001,273.89,0,0,90,2009,4641
1001,273.89,0,0,90,2007,4641
1001,273.61,0,0,90,2009,3181
1001,273.61,0,0,90,2007,3181
1001,273.61,0,0,90,2009,3181
1001,273.61,0,0,90,2005,3181
1001,273.41,0,0,90,2009,2904
1001,273.41,0,0,90,2009,2904
1001,273.41,0,0,90,2007,2904
1001,273.34,0,0,90,2009,3923
1001,273.34,0,0,90,2005,3923
1001,273.26,0,0,90,2009,2846
1001,273.26,0,0,90,2005,2846
1001,273.26,0,0,90,2009,2846
1001,273.26,0,0,90,2007,2846
1001,273.2,0,0,90,2009,1179
1001,273.2,0,0,90,2007,1179
1001,273.2,0,0,90,2009,1179
1001,273.2,0,0,90,2005,1179
1001,273.16,0,0,90,2009,555
1001,273.16,0,0,90,2005,555
1001,273.08,0,0,90,2009,362
1001,273.08,0,0,90,2005,362
1001,272.86,0,0,90,2009,276
1001,272.86,0,0,90,2005,276
1001,272.73,0,0,90,2009,340
1001,272.73,0,0,90,2005,340
1001,272.37,0,0,90,2009,759
1001,272.37,0,0,90,2005,759
1001,272,0,0,75,2009,2615
1001,271.68,0,0,90,2001,5994
1001,271.21,0,0,75,2001,6606
1001,272.24,0,0,40,2001,5220
1001,273.06,0,0,20,2001,4675
1001,273.91,0,0,1,2002,4899
1001,275.19,0,0,40,2001,5149
1001,275.68,0,0,1,2002,5086
1001,276.77,0,0,40,2001,5413
1001,277.51,0,0,75,2001,6073
1001,277.81,0,0,40,2001,6725
1001,278.07,0,0,40,2001,6454
1001,278.16,0,0,20,2001,4606
1001,277.86,0,0,5,2002,3266
1001,276.56,0,0,1,2002,2963
1001,274.92,0,0,1,2002,2705
1001,274.07,0,0,1,2002,1751
1001,273.24,0,0,1,2002,1009
1001,272.55,0,0,1,2002,571
1001,271.85,0,0,1,2002,350
1001,271.29,0,0,1,2002,276
1001,270.58,0,0,1,2002,314
1001,270.26,0,0,1,2002,733
1001,270.11,0,0,1,2002,2720
1001,270.08,0,0,20,2001,5924
1001,270.48,0,0,1,2002,6766
1001,272.21,0,0,1,2002,6470
1001,274.34,0,0,1,2002,5236
1001,276.58,0,0,1,2002,4604
1001,278.87,0,0,20,2001,5014
1001,280.6,0,0,40,2001,5287
1001,281.49,0,0,75,2001,5213
1001,282.69,0,0,40,2001,5738
1001,282.76,0,0,90,2001,6527
1001,282.08,0,0,75,2004,6813
1001,282.08,0,0,75,2003,6813
1001,281.36,0,0,90,2001,6598
1001,278.63,0,0,90,2003,5020
1001,278.63,0,0,90,2003,5020
1001,277.49,0,0,90,2001,3651
1001,276.39,0,0,90,2003,3271
1001,275.56,0,0,75,2003,2980
1001,275.36,0,0,75,2001,2331
1001,275.42,0,0,75,2001,1267
1001,275.24,0,0,75,2003,736
1001,275.24,0,0,75,2009,736
1001,274.79,0,0,90,2001,429
1001,274.51,0,0,90,2001,329
1001,274.39,0,0,90,2001,296
1001,273.97,0,0,90,2001,728
1001,273.75,0,0,90,2001,2473
1001,273.27,0,0,40,2001,5332
1001,273.19,0,0,40,2001,7009
1001,274.89,0,0,75,2001,5645
1001,275.6,0,0,75,2001,5217
1001,276.55,0,0,75,2001,5594
1001,278.03,0,0,40,2001,5703
1001,279.31,0,0,20,2001,5475
1001,280.63,0,0,20,2001,6189
1001,281.8,0,0,40,2001,6539
1001,282.58,0,0,20,2001,6610
1001,283.03,0,0,40,2001,6174
1001,283.19,0,0,40,2001,5232
1001,282.75,0,0,75,2001,3919
1001,281.7,0,0,75,2001,3508
1001,281.01,0,0,90,2001,4489
1001,280.52,0,0,90,2001,3611
1001,280.34,0,0,90,2001,2158
1001,280.31,0,0,75,2001,1270
1001,280.41,0,0,75,2008,753
1001,280.5,0,0,75,2001,600
1001,281.03,0,0,90,2003,383
1001,281.03,0,0,90,2004,383
1001,281.14,0,0,90,2003,371
1001,280.9,0,0,90,2001,684
1001,280.88,0,0,75,2001,1400
1001,280.91,0,0,40,2001,2381
1001,282.57,0,0,20,2001,3535
1001,285.27,0,0,1,2002,4332
1001,286.61,0,0,1,2002,4575
1001,288.86,0,0,20,2001,4927
1001,289.7,0,0,1,2002,5385
1001,290.97,0,0,1,2002,5426
1001,292.59,0,0,1,2002,5361
1001,293.41,0,0,1,2002,4749
1001,294.13,0,0,1,2002,4797
1001,294.61,0,0,1,2002,4393
1001,294.47,0,0,1,2002,4036
1001,294.04,0,0,1,2002,3582
1001,292.83,0,0,1,2002,3335
1001,289.38,0,0,1,2002,3075
1001,287.88,0,0,1,2002,2853
1001,286.26,0,0,1,2002,2265
1001,285.08,0,0,1,2002,1446
1001,283.88,0,0,1,2002,819
1001,281.4,0,0,1,2002,604
1001,280.41,0,0,1,2002,390
1001,279.36,0,0,1,2002,284
1001,278.42,0,0,1,2002,493
1001,277.85,0,0,20,2001,878
1001,277.64,0,0,1,2002,1320
1001,280.22,0,0,1,2002,2076
1001,284.48,0,0,40,2001,3076
1001,288.12,0,0,1,2002,3918
1001,290.23,0,0,1,2002,4361
1001,292.58,0,0,1,2002,5034
1001,293.69,0,0,1,2002,4612
1001,295,0,0,1,2002,4546
1001,295.56,0,0,1,2002,4425
1001,295.89,0,0,1,2002,4475
1001,296.15,0,0,1,2002,4252
1001,295.92,0,0,1,2002,3909
1001,295.48,0,0,1,2002,2967
1001,294.06,0,0,1,2002,2697
1001,291.82,0,0,1,2002,2353
1001,290.32,0,0,1,2002,2288
1001,289.48,0,0,1,2002,2372
1001,288.53,0,0,1,2002,578
1001,287.77,0,0,1,2002,383
1001,286.75,0,0,1,2002,267
1001,285.89,0,0,1,2002,274
1001,285.29,0,0,1,2002,749
1001,284.73,0,0,1,2002,2608
1001,284.25,0,0,1,2002,5783
1001,283.86,0,0,1,2002,6851
1001,284.86,0,0,1,2002,6387
1001,286.96,0,0,1,2002,5104
1001,289.51,0,0,1,2002,4378
1001,291.77,0,0,1,2002,4641
1001,293.76,0,0,1,2002,4889
1001,295.26,0,0,1,2002,4845
1001,295.99,0,0,1,2002,5245
1001,298.04,0,0,1,2002,5654
1001,299.19,0,0,1,2002,6271
1001,299.4,0,0,40,2001,5956
1001,298.66,0,0,40,2001,4489
1001,296.55,0,0,75,2001,3340
1001,294.06,0,0,1,2002,2883
1001,293.17,0,0,40,2001,2728
1001,289.77,0,0,90,2003,1848
1001,287.99,0,0,90,2003,954
1001,286.81,0,0,1,2002,563
1001,285.89,0,0,40,2001,336
1001,285.43,0,0,75,2001,275
1001,285.22,0,0,1,2002,328
1001,284.3,0,0,1,2005,764
1001,283.29,0,0,1,2005,2679
1001,281.83,0,0,40,2001,6032
1001,281.85,0,0,1,2002,7217
1001,282.3,0,0,1,2002,6401
1001,283.79,0,0,1,2002,5329
1001,286.43,0,0,40,2001,4541
1001,287.63,0,0,1,2002,4780
1001,289.88,0,0,1,2002,5082
1001,293,0,0,20,2001,5005
1001,293.66,0,0,1,2002,5399
1001,294.95,0,0,1,2002,6065
1001,295.68,0,0,1,2002,6725
1001,296.04,0,0,1,2002,6220
1001,295.83,0,0,1,2002,4533
1001,295.67,0,0,1,2002,3337
1001,294.5,0,0,40,2001,2932
1001,292.8,0,0,1,2002,2699
1001,290.96,0,0,75,2001,1809
1001,291.1,0,0,1,2002,1024
1001,290.62,0,0,1,2002,529
1001,290.32,0,0,1,2002,283
1001,290.18,0,0,1,2002,341
1001,290.18,0,0,1,2008,746
1001,290.12,0,0,40,2008,2561
1001,290.17,0,0,1,2002,5169
1001,291.15,0,0,1,2002,6017
1001,292.04,0,0,1,2002,5860
1001,293.5,0,0,1,2002,5208
1001,293.32,0,0,1,2002,4493
1001,292.48,0,0,90,2001,4770
1001,291.25,0,0,90,2001,4975
1001,291.38,0,0,90,2001,4923
1001,291.71,0,0,40,2001,5331
1001,292.33,0,0,40,2001,5599
1001,292.22,0,0,1,2002,6421
1001,292.24,0,0,90,2001,6312
1001,292.43,0,0,75,2001,4541
1001,291.61,0,0,1,2002,3211
1001,290.47,0,0,40,2001,2761
1001,288.47,0,0,75,2001,2498
1001,288.14,0,0,75,2001,1582
1001,287.27,0,0,90,2001,1080
1001,286.85,0,0,75,2001,544
1001,285.64,0,0,90,2001,341
1001,284.88,0,0,75,2001,268
1001,283.92,0,0,75,2001,304
1001,281.64,0,0,90,2003,708
1001,281.64,0,0,90,2003,708
1001,281.09,0,0,90,2003,2575
1001,279.67,0,0,90,2003,5596
1001,278.73,0,0,90,2003,6818
1001,278.73,0,0,90,2005,6818
1001,278.73,0,0,90,2003,6818
1001,277.33,0,0,90,2003,5857
1001,277.33,0,0,90,2005,5857
1001,277.33,0,0,90,2009,5857
1001,277.33,0,0,90,2004,5857
1001,276.07,0,0,75,2003,5155
1001,276.07,0,0,75,2005,5155
1001,276.07,0,0,75,2009,5155
1001,275.43,0,0,90,2003,4492
1001,275.43,0,0,90,2005,4492
1001,275.43,0,0,90,2009,4492
1001,275.42,0,0,90,2009,4948
1001,275.42,0,0,90,2005,4948
1001,275.31,0,0,90,2003,5133
1001,275.31,0,0,90,2005,5133
1001,275.2,0,0,90,2009,5161
1001,275.2,0,0,90,2005,5161
1001,275.2,0,0,90,2003,5161
1001,275.85,0,0,90,2009,5556
1001,275.85,0,0,90,2005,5556
1001,276.28,0,0,90,2009,6100
1001,276.28,0,0,90,2005,6100
1001,277.02,0,0,90,2009,6752
1001,277.02,0,0,90,2005,6752
1001,277.81,0,0,90,2001,6299
1001,277.96,0,0,90,2003,4800
1001,277.74,0,0,90,2001,3559
1001,277.69,0,0,90,2003,3130
1001,277.89,0,0,90,2001,2732
1001,277.71,0,0,90,2001,1882
1001,278.19,0,0,90,2001,1142
1001,277.82,0,0,90,2001,648
1001,277.22,0,0,90,2003,396
1001,276.89,0,0,90,2009,337
1001,275.91,0,0,90,2009,345
1001,275.91,0,0,90,2005,345
1001,275.73,0,0,90,2001,704
1001,275.5,0,0,90,2001,2494
1001,275.22,0,0,90,2001,5668
1001,275.03,0,0,75,2001,6478
1001,275.12,0,0,1,2002,5761
1001,275.49,0,0,90,2001,5221
1001,275.77,0,0,1,2002,4583
1001,276.28,0,0,40,2001,5068
1001,276.95,0,0,75,2001,5326
1001,278.36,0,0,75,2001,5282
1001,280.02,0,0,75,2001,5731
1001,280.27,0,0,1,2002,6084
1001,280.87,0,0,40,2001,6391
1001,280.4,0,0,40,2001,5837
1001,280.03,0,0,40,2001,4775
1001,279.52,0,0,1,2002,3657
1001,278.99,0,0,1,2002,3018
1001,277.98,0,0,1,2002,3124
1001,277.23,0,0,1,2002,2972
1001,276.55,0,0,1,2002,2005
1001,276.08,0,0,1,2002,1187
1001,275.66,0,0,1,2002,693
1001,274.96,0,0,1,2002,489
1001,274.41,0,0,1,2002,361
1001,274.31,0,0,1,2002,420
1001,273.68,0,0,90,2001,690
1001,273.53,0,0,1,2002,1339
1001,273.31,0,0,90,2001,2299
1001,273.55,0,0,90,2009,3400
1001,273.55,0,0,90,2005,3400
1001,273.55,0,0,90,2009,3400
1001,273.55,0,0,90,2007,3400
1001,273.48,0,0,90,2009,4037
1001,273.48,0,0,90,2005,4037
1001,273.96,0,0,90,2009,4418
1001,273.96,0,0,90,2005,4418
1001,274.47,0,0,90,2009,4881
1001,274.47,0,0,90,2005,4881
1001,274.67,0,0,90,2009,4991
1001,274.67,0,0,90,2005,4991
1001,275.56,0,0,90,2005,4874
1001,275.56,0,0,90,2009,4874
1001,275.66,0,0,90,2003,4978
1001,275.66,0,0,90,2009,4978
1001,275.66,0,0,90,2005,4978
1001,275.81,0,0,90,2005,4818
1001,275.81,0,0,90,2003,4818
1001,275.87,0,0,90,2005,4760
1001,275.87,0,0,90,2003,4760
1001,275.87,0,0,90,2003,4760
1001,275.61,0,0,90,2003,4614
1001,275.61,0,0,90,2005,4614
1001,275.61,0,0,90,2004,4614
1001,275.36,0,0,90,2003,4431
1001,275.36,0,0,90,2005,4431
1001,275.36,0,0,90,2004,4431
1001,275.36,0,0,90,2004,4431
1001,275.11,0,0,90,2003,3521
1001,275.11,0,0,90,2003,3521
1001,275.11,0,0,90,2004,3521
1001,274.82,0,0,90,2003,3228
1001,274.82,0,0,90,2004,3228
1001,274.82,0,0,90,2004,3228
1001,274.36,0,0,90,2003,3401
1001,274.36,0,0,90,2004,3401
1001,274.36,0,0,90,2004,3401
1001,274.21,0,0,90,2003,2898
1001,274.21,0,0,90,2004,2898
1001,273.92,0,0,90,2003,1988
1001,273.97,0,0,90,2001,1483
1001,273.97,0,0,90,2001,912
1001,273.92,0,0,90,2004,717
1001,273.76,0,0,90,2001,419
1001,273.66,0,0,90,2001,314
1001,273.66,0,0,90,2003,504
1001,273.66,0,0,90,2004,882
1001,273.71,0,0,90,2003,1337
1001,273.71,0,0,90,2004,1337
1001,274.08,0,0,90,2003,1995
1001,274.39,0,0,90,2003,2711
1001,274.95,0,0,90,2004,3404
1001,275.68,0,0,90,2001,3728
1001,276.9,0,0,90,2005,4287
1001,278.21,0,0,90,2001,4456
1001,279.11,0,0,90,2001,4410
1001,279.69,0,0,90,2001,4607
1001,280.35,0,0,90,2001,4413
1001,280.95,0,0,75,2001,5734
1001,281.26,0,0,90,2001,4470
1001,281.05,0,0,90,2001,3420
1001,280.33,0,0,75,2001,3004
1001,279.8,0,0,90,2001,2467
1001,279.09,0,0,90,2001,1735
1001,278.58,0,0,90,2001,1058
1001,277.97,0,0,75,2001,575
1001,277.64,0,0,90,2001,330
1001,277.26,0,0,90,2001,303
1001,277.03,0,0,90,2001,284
1001,276.7,0,0,90,2001,732
1001,276.65,0,0,90,2003,2634
1001,276.65,0,0,90,2001,5763
1001,276.65,0,0,90,2001,6970
1001,276.83,0,0,75,2001,6289
1001,277.91,0,0,90,2001,5047
1001,279.14,0,0,75,2001,4451
1001,280.38,0,0,40,2001,4507
1001,281.95,0,0,40,2001,4818
1001,283.56,0,0,1,2002,4893
1001,285.64,0,0,40,2001,5354
1001,287.7,0,0,75,2001,5881
1001,289.23,0,0,1,2002,6466
1001,290.44,0,0,1,2002,6027
1001,291.51,0,0,90,2001,4286
1001,291.52,0,0,1,2002,3253
1001,291.13,0,0,40,2001,2758
1001,289.17,0,0,1,2002,2475
1001,287.28,0,0,1,2002,1524
1001,285.56,0,0,1,2002,1062
1001,285.08,0,0,1,2002,561
1001,283.8,0,0,1,2002,336
1001,282.72,0,0,1,2002,259
1001,281.91,0,0,1,2002,319
1001,281,0,0,1,2002,733
1001,280.37,0,0,40,2005,2763
1001,280.02,0,0,1,2002,6009
1001,279.86,0,0,1,2002,6739
1001,281.28,0,0,1,2002,6501
1001,283.43,0,0,1,2002,5229
1001,285.88,0,0,1,2002,4657
1001,289.23,0,0,1,2002,4773
1001,291.5,0,0,1,2002,4961
1001,294.12,0,0,20,2001,5073
1001,294.55,0,0,1,2002,5296
1001,295.41,0,0,1,2002,5919
1001,296.07,0,0,1,2002,6763
1001,295.88,0,0,75,2001,6110
1001,295.92,0,0,40,2001,4556
1001,295.54,0,0,1,2002,3229
1001,294.92,0,0,1,2002,2975
1001,293.13,0,0,1,2002,2503
1001,290.48,0,0,1,2002,1963
1001,289.08,0,0,1,2002,3874
1001,287.91,0,0,1,2002,910
1001,287.3,0,0,1,2002,460
1001,286.13,0,0,1,2002,298
1001,285.39,0,0,1,2002,373
1001,284.36,0,0,1,2002,703
1001,283.79,0,0,1,2002,2774
1001,283.1,0,0,1,2002,5956
1001,282.96,0,0,1,2005,6888
1001,284.87,0,0,1,2002,5351
1001,288.07,0,0,1,2002,5487
1001,291.07,0,0,1,2002,4620
1001,293.55,0,0,1,2002,4807
1001,295.56,0,0,1,2002,5107
1001,296.5,0,0,75,2001,5137
1001,297.58,0,0,40,2001,5530
1001,297.63,0,0,40,2001,6089
1001,297.88,0,0,40,2001,6556
1001,297.47,0,0,40,2001,6271
1001,297.67,0,0,75,2001,4669
1001,297.41,0,0,40,2001,3375
1001,296.6,0,0,1,2002,3219
1001,293.3,0,0,40,2001,2562
1001,291.97,0,0,1,2002,1869
1001,289.83,0,0,1,2002,1093
1001,288.77,0,0,1,2002,576
1001,288.36,0,0,1,2002,373
1001,288.26,0,0,1,2002,262
1001,288.76,0,0,1,2002,364
1001,288.07,0,0,1,2002,756
1001,286.93,0,0,75,2001,2737
1001,286.78,0,0,1,2003,5974
1001,287.56,0,0,75,2003,6800
1001,288.37,0,0,75,2001,5813
1001,290.47,0,0,40,2001,5369
1001,292.42,0,0,1,2002,4544
1001,294.3,0,0,40,2001,4947
1001,295.56,0,0,40,2001,5180
1001,296.88,0,0,90,2001,5253
1001,297.2,0,0,1,2002,5598
1001,296.95,0,0,40,2001,6344
1001,295.91,0,0,90,2004,6750
1001,295.91,0,0,90,2004,6750
1001,293.36,0,0,90,2004,6305
1001,293.36,0,0,90,2003,6305
1001,292.43,0,0,90,2003,4673
1001,292.43,0,0,90,2003,4673
1001,290.9,0,0,90,2003,3487
1001,290.9,0,0,90,2003,3487
1001,289.67,0,0,90,2003,3319
1001,289.67,0,0,90,2003,3319
1001,288.91,0,0,90,2003,3135
1001,288.91,0,0,90,2005,3135
1001,288.91,0,0,90,2003,3135
1001,288.77,0,0,90,2003,2227
1001,288.77,0,0,90,2003,2227
1001,288.77,0,0,90,2004,2227
1001,288.67,0,0,90,2004,1186
1001,288.67,0,0,90,2003,1186
1001,288.05,0,0,90,2003,680
1001,288.05,0,0,90,2004,680
1001,287.78,0,0,90,2001,409
1001,287.68,0,0,90,2001,292
1001,287.41,0,0,75,2003,366
1001,287.46,0,0,90,2004,673
1001,287.55,0,0,90,2001,2503
1001,287.41,0,0,90,2004,5628
1001,287.08,0,0,90,2001,6802
1001,287.23,0,0,90,2003,5932
1001,287.26,0,0,90,2001,5143
1001,287.1,0,0,90,2004,4812
1001,286.75,0,0,90,2001,5263
1001,286.38,0,0,90,2001,5577
1001,284.58,0,0,90,2003,5457
1001,284.58,0,0,90,2005,5457
1001,284.18,0,0,90,2003,5825
1001,283.49,0,0,90,2003,6284
1001,283.3,0,0,90,2001,6527
1001,282.43,0,0,90,2001,5937
1001,281.95,0,0,90,2001,5159
1001,281.75,0,0,90,2001,3748
1001,281.43,0,0,90,2001,3248
1001,281.1,0,0,90,2001,2965
1001,280.81,0,0,90,2001,2726
1001,280.27,0,0,75,2001,1683
1001,279.77,0,0,75,2001,962
1001,279.05,0,0,1,2002,744
1001,278.51,0,0,90,2001,495
1001,278.06,0,0,40,2001,304
1001,277.4,0,0,1,2002,329
1001,276.31,0,0,20,2001,562
1001,275.75,0,0,1,2002,1167
1001,275.76,0,0,1,2002,1731
1001,276.81,0,0,1,2002,2512
1001,278.59,0,0,1,2002,3253
1001,280.76,0,0,1,2002,3193
1001,282.69,0,0,1,2002,3544
1001,284.91,0,0,1,2002,3793
1001,287.09,0,0,1,2002,3678
1001,288.72,0,0,1,2002,3391
1001,290.01,0,0,1,2002,3441
1001,290.97,0,0,1,2002,3280
1001,291.5,0,0,1,2002,3228
1001,291.74,0,0,1,2002,2771
1001,291.51,0,0,1,2002,2394
1001,290.43,0,0,75,2001,2150
1001,288.93,0,0,1,2002,2147
1001,287,0,0,75,2001,2053
1001,286.71,0,0,75,2001,1374
1001,286.18,0,0,90,2004,1006
1001,286.18,0,0,90,2003,1006
1001,285.59,0,0,90,2001,648
1001,284.28,0,0,75,2010,420
1001,282.26,0,0,75,2001,297
1001,280.23,0,0,1,2002,226
1001,279.1,0,0,1,2002,378
1001,278.24,0,0,1,2002,631
1001,278.09,0,0,1,2002,955
1001,278.68,0,0,40,2001,1486
1001,279.29,0,0,90,2001,2256
1001,279.95,0,0,90,2001,2862
1001,280.75,0,0,75,2001,3094
1001,281.75,0,0,40,2001,3311
1001,282.79,0,0,75,2001,3277
1001,283.37,0,0,1,2002,3121
1001,283.26,0,0,75,2001,3168
1001,283.1,0,0,75,2001,3004
1001,283.38,0,0,75,2001,2893
1001,283.41,0,0,40,2001,2754
1001,283.3,0,0,40,2001,2464
1001,282.46,0,0,40,2001,2341
1001,281.09,0,0,20,2001,2053
1001,280.16,0,0,1,2002,1581
1001,278.74,0,0,1,2002,878
1001,277.57,0,0,1,2002,521
1001,276.87,0,0,1,2002,269
1001,276.3,0,0,1,2002,227
1001,275.69,0,0,1,2002,289
1001,274.77,0,0,1,2002,718
1001,274.21,0,0,1,2002,2682
1001,273.79,0,0,1,2002,5790
1001,274.53,0,0,1,2002,6969
1001,276.16,0,0,1,2002,5972
1001,278.61,0,0,1,2002,5013
1001,280.02,0,0,1,2002,4402
1001,281.24,0,0,1,2002,4477
1001,282.56,0,0,1,2002,4778
1001,283.69,0,0,1,2002,4774
1001,284.93,0,0,1,2002,5175
1001,285.37,0,0,1,2002,5794
1001,286.48,0,0,1,2002,6454
1001,286.93,0,0,1,2002,6385
1001,287.21,0,0,1,2002,4620
1001,287.25,0,0,1,2002,3205
1001,286.59,0,0,1,2002,2789
1001,284.73,0,0,1,2002,2568
1001,282.96,0,0,1,2002,1686
1001,281.11,0,0,1,2002,958
1001,279.3,0,0,1,2002,580
1001,278.36,0,0,1,2002,324
1001,277.66,0,0,1,2002,238
1001,276.82,0,0,1,2002,344
1001,276.18,0,0,1,2002,755
1001,275.85,0,0,1,2002,2836
1001,276.27,0,0,40,2001,5590
1001,277.38,0,0,1,2002,6501
1001,279.03,0,0,90,2001,5806
1001,281.85,0,0,75,2001,5046
1001,286.53,0,0,75,2001,4579
1001,287.5,0,0,90,2003,4761
1001,287.44,0,0,90,2003,4888
1001,287.86,0,0,90,2003,5027
1001,289.28,0,0,40,2001,5640
1001,290.73,0,0,1,2002,6093
1001,292.22,0,0,1,2002,6653
1001,293.74,0,0,1,2002,6445
1001,295.09,0,0,75,2001,5182
1001,295,0,0,1,2002,3748
1001,294.49,0,0,1,2002,3530
1001,293.03,0,0,75,2001,3282
1001,292.57,0,0,1,2002,2286
1001,291.59,0,0,1,2002,1350
1001,291.05,0,0,1,2002,691
1001,290.04,0,0,1,2002,389
1001,288.64,0,0,1,2002,261
1001,286.69,0,0,1,2002,349
1001,285.73,0,0,1,2002,795
1001,284.49,0,0,1,2002,2764
1001,283.12,0,0,1,2002,5952
1001,285.13,0,0,20,2001,6624
1001,287.82,0,0,1,2002,6618
1001,292.46,0,0,1,2002,5449
1001,295.22,0,0,75,2001,4846
1001,295.35,0,0,75,2003,5362
1001,296.55,0,0,75,2001,5162
1001,299.52,0,0,40,2001,5036
1001,302.46,0,0,40,2001,5409
1001,304.66,0,0,1,2002,6236
1001,306.61,0,0,20,2001,6423
1001,308.24,0,0,20,2001,5982
1001,307.66,0,0,1,2002,4858
1001,306.02,0,0,1,2002,3536
1001,303.83,0,0,1,2002,3147
1001,300.28,0,0,1,2002,2934
1001,298.27,0,0,1,2002,2257
1001,296.21,0,0,1,2002,1254
1001,294.76,0,0,1,2002,648
1001,293.2,0,0,1,2002,382
1001,291.53,0,0,1,2002,277
1001,289.96,0,0,1,2002,335
1001,288.53,0,0,1,2002,752
1001,286.42,0,0,1,2002,2851
1001,285.43,0,0,1,2002,5903
1001,286.21,0,0,40,2001,6642
1001,287.79,0,0,75,2001,6404
1001,289.36,0,0,1,2002,5265
1001,289.71,0,0,1,2002,4537
1001,290.67,0,0,1,2002,5004
1001,292.09,0,0,1,2002,5017
1001,294.14,0,0,1,2002,5151
1001,295.77,0,0,1,2002,5544
1001,296.79,0,0,1,2002,6263
1001,297.59,0,0,40,2001,6592
1001,298.13,0,0,40,2001,6268
1001,298.29,0,0,75,2001,4703
1001,298.25,0,0,75,2001,3451
1001,297.3,0,0,1,2002,3223
1001,295.44,0,0,1,2002,3265
1001,293.87,0,0,1,2002,2317
1001,292.47,0,0,1,2002,1313
1001,291.73,0,0,75,2001,751
1001,291.08,0,0,1,2002,475
1001,290.27,0,0,1,2002,311
1001,288.97,0,0,1,2002,365
1001,288.31,0,0,1,2002,727
1001,286.37,0,0,1,2002,2514
1001,285.31,0,0,1,2002,5501
1001,285.41,0,0,40,2001,6778
1001,288.21,0,0,1,2002,5740
1001,291.15,0,0,1,2002,5008
1001,293.82,0,0,1,2002,4619
1001,296.05,0,0,1,2002,5256
1001,297.9,0,0,1,2002,5422
1001,299.15,0,0,1,2002,5616
1001,299.97,0,0,1,2002,5570
1001,300.45,0,0,1,2002,6366
1001,300.26,0,0,1,2002,6039
1001,299.83,0,0,1,2002,5153
1001,299.03,0,0,1,2002,3566
1001,298.21,0,0,1,2002,2928
1001,296.71,0,0,1,2002,2839
1001,295.53,0,0,1,2002,2641
1001,294.45,0,0,75,2001,1851
1001,293.38,0,0,90,2001,1173
1001,292.04,0,0,90,2004,727
1001,291.39,0,0,90,2003,501
1001,290.8,0,0,90,2003,352
1001,290.48,0,0,90,2001,391
1001,289.92,0,0,90,2003,756
1001,288.82,0,0,90,2003,1331
1001,287.15,0,0,90,2003,1984
1001,287.15,0,0,90,2005,1984
1001,287.15,0,0,90,2004,1984
1001,286.63,0,0,90,2004,2726
1001,286.79,0,0,90,2001,3477
1001,286.98,0,0,90,2001,3696
1001,287.76,0,0,90,2001,4161
1001,288.22,0,0,90,2001,4742
1001,288.6,0,0,90,2001,4577
1001,288.56,0,0,90,2003,4866
1001,288.56,0,0,90,2005,4866
1001,288.56,0,0,90,2003,4866
1001,287.89,0,0,90,2003,4875
1001,287.89,0,0,90,2005,4875
1001,287.89,0,0,90,2003,4875
1001,287.25,0,0,90,2003,4935
1001,287.25,0,0,90,2005,4935
1001,287.25,0,0,90,2003,4935
1001,286.91,0,0,90,2003,4813
1001,286.91,0,0,90,2005,4813
1001,286.91,0,0,90,2003,4813
1001,287.29,0,0,90,2001,4237
1001,287.29,0,0,90,2001,3327
1001,287.18,0,0,90,2001,2974
1001,287.23,0,0,90,2001,3099
1001,287.01,0,0,90,2001,3095
1001,286.82,0,0,90,2001,2361
1001,286.78,0,0,90,2005,1475
1001,286.78,0,0,90,2005,1001
1001,286.78,0,0,90,2003,1001
1001,286.66,0,0,90,2005,639
1001,286.66,0,0,90,2003,639
1001,286.63,0,0,40,2005,402
1001,286.83,0,0,40,2001,318
1001,286.88,0,0,1,2008,541
1001,286.88,0,0,1,2008,541
1001,286.88,0,0,1,2003,541
1001,286.78,0,0,90,2003,815
1001,286.78,0,0,90,2008,815
1001,286.78,0,0,90,2005,815
1001,286.78,0,0,90,2008,815
1001,286.78,0,0,90,2008,815
1001,286.52,0,0,90,2003,1120
1001,286.52,0,0,90,2005,1120
1001,286.52,0,0,90,2003,1120
1001,286.52,0,0,90,2008,1120
1001,286.37,0,0,90,2008,1700
1001,286.37,0,0,90,2005,1700
1001,286.37,0,0,90,2008,1700
1001,286.37,0,0,90,2003,1700
1001,286.37,0,0,90,2003,1700
